51962.555,0.703
51963.273,0.719
51963.992,0.719
51964.703,0.711
51965.422,0.719
51966.156,0.734
51966.898,0.742
51967.641,0.742
51968.391,0.75
51969.109,0.719
51969.836,0.727
51970.57,0.734
51971.281,0.711
51972.008,0.727
51972.75,0.742
51973.5,0.75
51974.234,0.734
51975.008,0.773
51975.773,0.766
51976.547,0.773
51977.305,0.758
51978.031,0.727
51978.75,0.719
51979.477,0.727
51980.211,0.734
51980.93,0.719
51981.641,0.711
51982.344,0.703
51983.062,0.719
51983.812,0.75
51984.578,0.766
51985.359,0.781
51986.164,0.805
51986.961,0.797
51987.766,0.805
51988.555,0.789
51989.297,0.742
51990.031,0.734
51990.75,0.719
51991.461,0.711
51992.164,0.703
51992.883,0.719
51993.617,0.734
51994.344,0.727
51995.094,0.75
51995.883,0.789
51996.695,0.812
51997.516,0.82
51998.289,0.773
51999.031,0.742
51999.75,0.719
52000.453,0.703
52001.156,0.703
52001.844,0.688
52002.523,0.68
52003.203,0.68
52003.875,0.672
52004.555,0.68
52005.25,0.695
52005.953,0.703
52006.656,0.703
52007.367,0.711
52008.094,0.727
52008.797,0.703
52009.516,0.719
52010.203,0.688
52010.906,0.703
52011.594,0.688
52012.305,0.711
52012.984,0.68
52013.688,0.703
52014.414,0.727
52015.125,0.711
52015.836,0.711
52016.555,0.719
52017.273,0.719
52017.992,0.719
52018.688,0.695
52019.398,0.711
52020.102,0.703
52020.805,0.703
52021.508,0.703
52022.219,0.711
52022.922,0.703
52023.641,0.719
52024.375,0.734
52025.102,0.727
52030.555,0.656
52031.203,0.648
52031.836,0.633
52032.484,0.648
52033.117,0.633
52033.758,0.641
52034.406,0.648
52035.062,0.656
52035.727,0.664
52036.391,0.664
52037.047,0.656
52037.688,0.641
52038.336,0.648
52038.977,0.641
52039.602,0.625
52040.227,0.625
52040.859,0.633
52041.484,0.625
52042.109,0.625
52042.742,0.633
52043.391,0.648
52044.062,0.672
52044.781,0.719
52045.578,0.797
52046.406,0.828
52047.234,0.828
52048.055,0.82
52048.844,0.789
52049.609,0.766
52050.383,0.773
52051.148,0.766
52051.922,0.773
52052.672,0.75
52053.414,0.742
52054.141,0.727
52054.875,0.734
52055.617,0.742
52056.375,0.758
52057.109,0.734
52057.812,0.703
52058.531,0.719
52059.227,0.695
52059.922,0.695
52060.602,0.68
52061.258,0.656
52061.914,0.656
52062.562,0.648
52063.195,0.633
52063.828,0.633
52064.469,0.641
52065.117,0.648
52065.766,0.648
52066.414,0.648
52067.062,0.648
52067.703,0.641
52068.344,0.641
52068.984,0.641
52069.633,0.648
52070.328,0.695
52071.031,0.703
52071.742,0.711
52072.508,0.766
52073.273,0.766
52074.062,0.789
52074.82,0.758
52075.562,0.742
52076.289,0.727
52076.984,0.695
52077.672,0.688
52078.352,0.68
52079.016,0.664
52079.68,0.664
52080.352,0.672
52081.016,0.664
52081.703,0.688
52082.398,0.695
52083.117,0.719
52083.844,0.727
52084.539,0.695
52085.258,0.719
52085.969,0.711
52086.688,0.719
52087.406,0.719
52088.117,0.711
52088.828,0.711
52089.539,0.711
52090.266,0.727
52090.992,0.727
52091.719,0.727
52092.422,0.703
52093.133,0.711
52093.844,0.711
52094.539,0.695
52095.219,0.68
52095.891,0.672
52096.57,0.68
52097.242,0.672
52097.914,0.672
52098.586,0.672
52099.25,0.664
52099.93,0.68
52100.609,0.68
52101.289,0.68
52101.969,0.68
52102.648,0.68
52103.328,0.68
52104.016,0.688
52104.703,0.688
52105.391,0.688
52106.078,0.688
52106.781,0.703
52107.523,0.742
52108.289,0.766
52109.086,0.797
52109.867,0.781
52110.617,0.75
52111.359,0.742
52112.109,0.75
52112.852,0.742
52113.586,0.734
52114.32,0.734
52115.023,0.703
52115.727,0.703
52116.43,0.703
52117.125,0.695
52117.812,0.688
52118.5,0.688
52119.18,0.68
52119.867,0.688
52120.555,0.688
52121.258,0.703
52121.969,0.711
52122.672,0.703
52123.375,0.703
52124.086,0.711
52124.805,0.719
52125.547,0.742
52126.281,0.734
52127.008,0.727
52127.727,0.719
52128.445,0.719
52129.141,0.695
52129.82,0.68
52130.5,0.68
52131.164,0.664
52131.82,0.656
52132.492,0.672
52133.148,0.656
52133.797,0.648
52134.445,0.648
52135.109,0.664
52135.758,0.648
52136.422,0.664
52137.078,0.656
52137.758,0.68
52138.445,0.688
52139.156,0.711
52139.875,0.719
52140.602,0.727
52141.305,0.703
52142.023,0.719
52142.75,0.727
52143.477,0.727
52144.219,0.742
52144.969,0.75
52145.703,0.734
52146.438,0.734
52147.172,0.734
52147.914,0.742
52148.648,0.734
52149.383,0.734
52150.117,0.734
52150.875,0.758
52151.609,0.734
52152.344,0.734
52153.094,0.75
52153.859,0.766
52154.641,0.781
52155.406,0.766
52156.141,0.734
52156.898,0.758
52157.633,0.734
52158.359,0.727
52159.086,0.727
52159.805,0.719
52160.516,0.711
52161.234,0.719
52161.938,0.703
52162.641,0.703
52163.344,0.703
52164.047,0.703
52164.766,0.719
52165.477,0.711
52166.188,0.711
52166.914,0.727
52167.648,0.734
52168.367,0.719
52169.086,0.719
52169.773,0.688
52170.461,0.688
52171.148,0.688
52171.836,0.688
52172.516,0.68
52173.211,0.695
52173.906,0.695
52174.609,0.703
52175.328,0.719
52176.047,0.719
52176.773,0.727
52177.523,0.75
52178.258,0.734
52178.992,0.734
52179.703,0.711
52180.391,0.688
52181.086,0.695
52181.789,0.703
52182.469,0.68
52183.141,0.672
52183.836,0.695
52184.5,0.664
52185.164,0.664
52185.844,0.68
52186.508,0.664
52187.148,0.641
52187.789,0.641
52188.43,0.641
52189.062,0.633
52189.703,0.641
52190.344,0.641
52190.984,0.641
52191.633,0.648
52192.289,0.656
52192.945,0.656
52193.602,0.656
52194.273,0.672
52194.945,0.672
52195.633,0.688
52196.32,0.688
52197.008,0.688
52197.688,0.68
52198.359,0.672
52199.023,0.664
52199.758,0.734
52200.547,0.789
52201.398,0.852
52202.297,0.898
52203.172,0.875
52204.055,0.883
52204.906,0.852
52205.719,0.812
52206.5,0.781
52207.25,0.75
52207.984,0.734
52208.711,0.727
52209.414,0.703
52210.117,0.703
52210.82,0.703
52211.555,0.734
52212.266,0.711
52213.016,0.75
52213.773,0.758
52214.555,0.781
52215.336,0.781
52216.109,0.773
52216.867,0.758
52217.57,0.703
52218.266,0.695
52218.961,0.695
52219.641,0.68
52220.328,0.688
52221.031,0.703
52221.742,0.711
52222.453,0.711
52223.195,0.742
52223.922,0.727
52224.672,0.75
52225.461,0.789
52226.242,0.781
52227.031,0.789
52227.82,0.789
52228.562,0.742
52229.289,0.727
52230.016,0.727
52230.742,0.727
52231.453,0.711
52232.164,0.711
52232.875,0.711
52233.602,0.727
52234.352,0.75
52235.125,0.773
52235.922,0.797
52236.703,0.781
52237.469,0.766
52238.25,0.781
52239.023,0.773
52239.812,0.789
52240.602,0.789
52241.375,0.773
52242.117,0.742
52242.875,0.758
52243.641,0.766
52244.406,0.766
52245.18,0.773
52245.961,0.781
52246.719,0.758
52247.484,0.766
52248.242,0.758
52248.984,0.742
52249.734,0.75
52250.484,0.75
52251.25,0.766
52252.016,0.766
52252.781,0.766
52253.547,0.766
52254.328,0.781
52255.109,0.781
52255.883,0.773
52256.641,0.758
52257.391,0.75
52258.141,0.75
52258.875,0.734
52259.602,0.727
52260.312,0.711
52261.031,0.719
52261.758,0.727
52262.5,0.742
52263.266,0.766
52264.023,0.758
52264.797,0.773
52265.602,0.805
52266.406,0.805
52267.219,0.812
52268.008,0.789
52268.773,0.766
52269.547,0.773
52270.312,0.766
52271.094,0.781
52271.875,0.781
52272.641,0.766
52273.422,0.781
52274.211,0.789
52275.031,0.82
52275.805,0.773
52276.555,0.75
52277.32,0.766
52278.102,0.781
52278.891,0.789
52279.703,0.812
52280.508,0.805
52281.289,0.781
52282.094,0.805
52282.867,0.773
52283.641,0.773
52284.391,0.75
52285.133,0.742
52285.883,0.75
52286.641,0.758
52287.375,0.734
52288.094,0.719
52288.812,0.719
52289.516,0.703
52290.219,0.703
52290.906,0.688
52291.594,0.688
52292.281,0.688
52292.984,0.703
52293.688,0.703
52294.414,0.727
52295.133,0.719
52295.891,0.758
52296.633,0.742
52297.398,0.766
52298.164,0.766
52298.922,0.758
52299.648,0.727
52300.391,0.742
52301.133,0.742
52301.891,0.758
52302.633,0.742
52303.367,0.734
52304.117,0.75
52304.883,0.766
52305.641,0.758
52306.383,0.742
52307.141,0.758
52307.922,0.781
52308.695,0.773
52309.445,0.75
52310.18,0.734
52310.922,0.742
52311.664,0.742
52312.43,0.766
52313.195,0.766
52313.945,0.75
52314.711,0.766
52315.484,0.773
52316.289,0.805
52317.109,0.82
52317.914,0.805
52318.695,0.781
52319.484,0.789
52320.266,0.781
52321.047,0.781
52321.82,0.773
52322.578,0.758
52323.352,0.773
52324.133,0.781
52324.93,0.797
52325.719,0.789
52326.492,0.773
52327.266,0.773
52328.062,0.797
52328.859,0.797
52329.633,0.773
52330.398,0.766
52331.18,0.781
52331.977,0.797
52332.758,0.781
52333.516,0.758
52334.281,0.766
52335.031,0.75
52335.758,0.727
52336.461,0.703
52337.164,0.703
52337.859,0.695
52338.547,0.688
52339.219,0.672
52339.898,0.68
52340.594,0.695
52341.281,0.688
52342,0.719
52342.719,0.719
52343.453,0.734
52344.195,0.742
52344.922,0.727
52345.648,0.727
52346.383,0.734
52347.117,0.734
52347.883,0.766
52348.664,0.781
52349.422,0.758
52350.18,0.758
52350.969,0.789
52351.805,0.836
52352.656,0.852
52353.477,0.82
52354.289,0.812
52355.133,0.844
52355.977,0.844
52356.805,0.828
52357.609,0.805
52358.422,0.812
52359.281,0.859
52360.141,0.859
52360.961,0.82
52361.742,0.781
52362.531,0.789
52363.328,0.797
52364.117,0.789
52364.914,0.797
52365.695,0.781
52366.492,0.797
52367.336,0.844
52368.211,0.875
52369.109,0.898
52369.945,0.836
52370.773,0.828
52371.586,0.812
52372.406,0.82
52373.234,0.828
52374.047,0.812
52374.844,0.797
52375.641,0.797
52376.461,0.82
52377.297,0.836
52378.148,0.852
52378.977,0.828
52379.789,0.812
52380.602,0.812
52381.422,0.82
52382.234,0.812
52383.016,0.781
52383.789,0.773
52384.562,0.773
52385.352,0.789
52386.133,0.781
52386.898,0.766
52387.672,0.773
52388.445,0.773
52389.242,0.797
52390.008,0.766
52390.773,0.766
52391.555,0.781
52392.359,0.805
52393.18,0.82
52393.961,0.781
52394.742,0.781
52395.508,0.766
52396.289,0.781
52397.062,0.773
52397.82,0.758
52398.57,0.75
52399.336,0.766
52400.117,0.781
52400.867,0.75
52401.602,0.734
52402.344,0.742
52403.109,0.766
52403.883,0.773
52404.641,0.758
52405.406,0.766
52406.188,0.781
52406.992,0.805
52407.773,0.781
52408.531,0.758
52409.289,0.758
52410.055,0.766
52410.852,0.797
52411.664,0.812
52412.469,0.805
52413.25,0.781
52414.039,0.789
52414.844,0.805
52415.641,0.797
